#       RADIUS         OMEGA_H            NU_H         SIGMA_D          VC_TOT            VC_B            NU_B      PSIMAJ_TOT           PSI''
#
   21.430000      0.22363510E-01  0.22390772E-01   0.0000000      0.53903037      0.14086869      0.65736808E-02 -0.71981363E-02 -0.12678790E-02
   21.439999      0.22347849E-01  0.22375682E-01   0.0000000      0.53890395      0.14083579      0.65690805E-02 -0.70628049E-02 -0.12661054E-02
   21.449999      0.22332218E-01  0.22360045E-01   0.0000000      0.53877801      0.14080299      0.65644891E-02 -0.69274753E-02 -0.12643377E-02
   21.459999      0.22316592E-01  0.22344412E-01   0.0000000      0.53865176      0.14077014      0.65598991E-02 -0.67921448E-02 -0.12625699E-02
   21.469999      0.22300996E-01  0.22327073E-01   0.0000000      0.53852594      0.14073740      0.65548262E-02 -0.66568162E-02 -0.12608089E-02
   21.480000      0.22285404E-01  0.22312634E-01   0.0000000      0.53839993      0.14070459      0.65507400E-02 -0.65220250E-02 -0.12590480E-02
   21.490000      0.22269847E-01  0.22297649E-01   0.0000000      0.53827429      0.14067188      0.65461695E-02 -0.63872351E-02 -0.12572928E-02
   21.500000      0.22254294E-01  0.22281509E-01   0.0000000      0.53814846      0.14063913      0.65416009E-02 -0.62524453E-02 -0.12555380E-02
   21.510000      0.22238770E-01  0.22265982E-01   0.0000000      0.53802294      0.14060646      0.65370416E-02 -0.61176564E-02 -0.12537887E-02
   21.520000      0.22223253E-01  0.22250457E-01   0.0000000      0.53789729      0.14057374      0.65324828E-02 -0.59828674E-02 -0.12520395E-02
   21.529999      0.22207769E-01  0.22234965E-01   0.0000000      0.53777200      0.14054114      0.65279356E-02 -0.58486173E-02 -0.12502971E-02
   21.539999      0.22192286E-01  0.22219477E-01   0.0000000      0.53764647      0.14050846      0.65233875E-02 -0.57143676E-02 -0.12485548E-02
   21.549999      0.22176838E-01  0.22204021E-01   0.0000000      0.53752142      0.14047590      0.65188496E-02 -0.55806567E-02 -0.12468181E-02
   21.559999      0.22161389E-01  0.22187989E-01   0.0000000      0.53739613      0.14044328      0.65138210E-02 -0.54464084E-02 -0.12450815E-02
   21.570000      0.22145974E-01  0.22173146E-01   0.0000000      0.53727120      0.14041075      0.65097846E-02 -0.53126980E-02 -0.12433507E-02
   21.580000      0.22130562E-01  0.22157149E-01   0.0000000      0.53714597      0.14037818      0.65052588E-02 -0.51784506E-02 -0.12416199E-02
   21.590000      0.22115184E-01  0.22142343E-01   0.0000000      0.53702128      0.14034569      0.65007410E-02 -0.50452799E-02 -0.12398961E-02
   21.600000      0.22099808E-01  0.22126384E-01   0.0000000      0.53689623      0.14031316      0.64959796E-02 -0.49115713E-02 -0.12381722E-02
   21.609999      0.22084467E-01  0.22111613E-01   0.0000000      0.53677171      0.14028074      0.64917193E-02 -0.47784015E-02 -0.12364547E-02
   21.619999      0.22069130E-01  0.22095693E-01   0.0000000      0.53664690      0.14024824      0.64872131E-02 -0.46452321E-02 -0.12347372E-02
   21.629999      0.22053819E-01  0.22080952E-01   0.0000000      0.53652251      0.14021586      0.64827176E-02 -0.45120632E-02 -0.12330251E-02
   21.639999      0.22038516E-01  0.22065066E-01   0.0000000      0.53639781      0.14018342      0.64782230E-02 -0.43788943E-02 -0.12313130E-02
   21.650000      0.22023244E-01  0.22050943E-01   0.0000000      0.53627360      0.14015108      0.64737368E-02 -0.42462647E-02 -0.12296070E-02
   21.660000      0.22007976E-01  0.22034513E-01   0.0000000      0.53614914      0.14011867      0.64690062E-02 -0.41130972E-02 -0.12279011E-02
   21.670000      0.21992737E-01  0.22019846E-01   0.0000000      0.53602505      0.14008638      0.64647761E-02 -0.39804690E-02 -0.12262010E-02
   21.680000      0.21977503E-01  0.22004031E-01   0.0000000      0.53590071      0.14005403      0.64603020E-02 -0.38478400E-02 -0.12245008E-02
   21.689999      0.21962304E-01  0.21988822E-01   0.0000000      0.53577685      0.14002179      0.64558373E-02 -0.37157508E-02 -0.12228071E-02
   21.699999      0.21947103E-01  0.21973617E-01   0.0000000      0.53565276      0.13998947      0.64513730E-02 -0.35831230E-02 -0.12211135E-02
   21.709999      0.21931937E-01  0.21958446E-01   0.0000000      0.53552902      0.13995726      0.64469180E-02 -0.34515725E-02 -0.12194259E-02
   21.719999      0.21916773E-01  0.21942699E-01   0.0000000      0.53540504      0.13992500      0.64424644E-02 -0.33194839E-02 -0.12177384E-02
   21.730000      0.21901639E-01  0.21928135E-01   0.0000000      0.53528148      0.13989285      0.64380197E-02 -0.31873966E-02 -0.12160565E-02
   21.740000      0.21886511E-01  0.21912999E-01   0.0000000      0.53515768      0.13986062      0.64335759E-02 -0.30558468E-02 -0.12143744E-02
   21.750000      0.21871414E-01  0.21897322E-01   0.0000000      0.53503436      0.13982850      0.64291419E-02 -0.29237603E-02 -0.12126989E-02
   21.760000      0.21856319E-01  0.21882797E-01   0.0000000      0.53491068      0.13979632      0.64247083E-02 -0.27922117E-02 -0.12110231E-02
   21.770000      0.21841256E-01  0.21867728E-01   0.0000000      0.53478754      0.13976426      0.64202845E-02 -0.26612021E-02 -0.12093537E-02
   21.779999      0.21826198E-01  0.21852089E-01   0.0000000      0.53466409      0.13973212      0.64158617E-02 -0.25296547E-02 -0.12076844E-02
   21.789999      0.21811169E-01  0.21837629E-01   0.0000000      0.53454107      0.13970010      0.64116921E-02 -0.23986460E-02 -0.12060200E-02
   21.799999      0.21796145E-01  0.21822598E-01   0.0000000      0.53441775      0.13966800      0.64070341E-02 -0.22676373E-02 -0.12043557E-02
   21.809999      0.21781152E-01  0.21807600E-01   0.0000000      0.53429490      0.13963601      0.64026294E-02 -0.21366300E-02 -0.12026979E-02
   21.820000      0.21766160E-01  0.21792026E-01   0.0000000      0.53417182      0.13960396      0.63982261E-02 -0.20056223E-02 -0.12010403E-02
   21.830000      0.21751199E-01  0.21777060E-01   0.0000000      0.53404915      0.13957202      0.63938322E-02 -0.18751537E-02 -0.11993883E-02
   21.840000      0.21736244E-01  0.21762097E-01   0.0000000      0.53392619      0.13954003      0.63894396E-02 -0.17441472E-02 -0.11977361E-02
   21.850000      0.21721318E-01  0.21747168E-01   0.0000000      0.53380364      0.13950814      0.63850563E-02 -0.16142176E-02 -0.11960904E-02
   21.859999      0.21706397E-01  0.21732241E-01   0.0000000      0.53368092      0.13947618      0.63806740E-02 -0.14837499E-02 -0.11944446E-02
   21.869999      0.21691507E-01  0.21717343E-01   0.0000000      0.53355855      0.13944432      0.63763000E-02 -0.13532834E-02 -0.11928044E-02
   21.879999      0.21676619E-01  0.21702452E-01   0.0000000      0.53343594      0.13941240      0.63719261E-02 -0.12233547E-02 -0.11911644E-02
   21.889999      0.21661760E-01  0.21687586E-01   0.0000000      0.53331375      0.13938060      0.63675633E-02 -0.10934271E-02 -0.11895299E-02
   21.900000      0.21646908E-01  0.21672728E-01   0.0000000      0.53319132      0.13934873      0.63632000E-02 -0.96349942E-03 -0.11878953E-02
   21.910000      0.21632085E-01  0.21657899E-01   0.0000000      0.53306931      0.13931698      0.63588466E-02 -0.83357270E-03 -0.11862669E-02
   21.920000      0.21617265E-01  0.21643646E-01   0.0000000      0.53294700      0.13928515      0.63547376E-02 -0.70418406E-03 -0.11846385E-02
   21.930000      0.21602476E-01  0.21628277E-01   0.0000000      0.53282523      0.13925344      0.63501499E-02 -0.57479634E-03 -0.11830160E-02
   21.939999      0.21587690E-01  0.21614058E-01   0.0000000      0.53270310      0.13922164      0.63460506E-02 -0.44540863E-03 -0.11813936E-02
   21.949999      0.21572934E-01  0.21598151E-01   0.0000000      0.53258145      0.13918997      0.63414727E-02 -0.31602185E-03 -0.11797767E-02
   21.959999      0.21558182E-01  0.21582248E-01   0.0000000      0.53245950      0.13915822      0.63368953E-02 -0.18663506E-03 -0.11781600E-02
   21.969999      0.21543460E-01  0.21568665E-01   0.0000000      0.53233796      0.13912658      0.63328147E-02 -0.57787271E-04 -0.11765490E-02
   21.980000      0.21528739E-01  0.21553941E-01   0.0000000      0.53221625      0.13909489      0.63284915E-02  0.71060509E-04 -0.11749381E-02
   21.990000      0.21514051E-01  0.21539247E-01   0.0000000      0.53209490      0.13906330      0.63241767E-02  0.19990740E-03 -0.11733331E-02
   22.000000      0.21499367E-01  0.21524556E-01   0.0000000      0.53197330      0.13903165      0.63198642E-02  0.32875428E-03 -0.11717281E-02
   22.010000      0.21484708E-01  0.21511037E-01   0.0000000      0.53185213      0.13900010      0.63158027E-02  0.45706215E-03 -0.11701288E-02
   22.020000      0.21470059E-01  0.21495808E-01   0.0000000      0.53173071      0.13896850      0.63112560E-02  0.58537006E-03 -0.11685295E-02
   22.029999      0.21455439E-01  0.21481182E-01   0.0000000      0.53160971      0.13893698      0.63072047E-02  0.71367703E-03 -0.11669364E-02
   22.039999      0.21440819E-01  0.21465985E-01   0.0000000      0.53148848      0.13890542      0.63026673E-02  0.84198400E-03 -0.11653431E-02
   22.049999      0.21426231E-01  0.21451391E-01   0.0000000      0.53136760      0.13887396      0.62983823E-02  0.97029004E-03 -0.11637554E-02
   22.059999      0.21411644E-01  0.21436799E-01   0.0000000      0.53124654      0.13884243      0.62940978E-02  0.10980581E-02 -0.11621679E-02
   22.070000      0.21397090E-01  0.21422237E-01   0.0000000      0.53112584      0.13881102      0.62898230E-02  0.12258253E-02 -0.11605859E-02
   22.080000      0.21382537E-01  0.21407679E-01   0.0000000      0.53100491      0.13877954      0.62853051E-02  0.13541303E-02 -0.11590043E-02
   22.090000      0.21368014E-01  0.21392580E-01   0.0000000      0.53088439      0.13874815      0.62812818E-02  0.14813584E-02 -0.11574281E-02
   22.100000      0.21353494E-01  0.21378055E-01   0.0000000      0.53076363      0.13871671      0.62770168E-02  0.16091246E-02 -0.11558521E-02
   22.109999      0.21339007E-01  0.21364132E-01   0.0000000      0.53064328      0.13868538      0.62727612E-02  0.17363519E-02 -0.11542819E-02
   22.119999      0.21324519E-01  0.21350781E-01   0.0000000      0.53052270      0.13865399      0.62687499E-02  0.18635791E-02 -0.11527116E-02
   22.129999      0.21310063E-01  0.21334607E-01   0.0000000      0.53040254      0.13862270      0.62642600E-02  0.19908054E-02 -0.11511469E-02
   22.139999      0.21295609E-01  0.21320147E-01   0.0000000      0.53028208      0.13859135      0.62597720E-02  0.21180317E-02 -0.11495822E-02
   22.150000      0.21281183E-01  0.21306287E-01   0.0000000      0.53016204      0.13856010      0.62557780E-02  0.22447191E-02 -0.11480232E-02
   22.160000      0.21266764E-01  0.21291291E-01   0.0000000      0.53004181      0.13852879      0.62515424E-02  0.23714066E-02 -0.11464641E-02
   22.170000      0.21252371E-01  0.21276893E-01   0.0000000      0.52992195      0.13849758      0.62473142E-02  0.24980931E-02 -0.11449106E-02
   22.180000      0.21237981E-01  0.21262497E-01   0.0000000      0.52980179      0.13846631      0.62430878E-02  0.26247797E-02 -0.11433570E-02
   22.189999      0.21223623E-01  0.21248134E-01   0.0000000      0.52968210      0.13843516      0.62388708E-02  0.27514654E-02 -0.11418095E-02
   22.199999      0.21209268E-01  0.21233775E-01   0.0000000      0.52956218      0.13840392      0.62346538E-02  0.28776128E-02 -0.11402618E-02
   22.209999      0.21194940E-01  0.21219442E-01   0.0000000      0.52944261      0.13837281      0.62304456E-02  0.30042976E-02 -0.11387195E-02
   22.219999      0.21180617E-01  0.21205110E-01   0.0000000      0.52932286      0.13834162      0.62262379E-02  0.31304443E-02 -0.11371773E-02
   22.230000      0.21166321E-01  0.21190809E-01   0.0000000      0.52920347      0.13831054      0.62220395E-02  0.32560520E-02 -0.11356408E-02
   22.240000      0.21152029E-01  0.21175943E-01   0.0000000      0.52908385      0.13827939      0.62178411E-02  0.33821978E-02 -0.11341041E-02
   22.250000      0.21137765E-01  0.21162244E-01   0.0000000      0.52896464      0.13824835      0.62136515E-02  0.35078048E-02 -0.11325730E-02
   22.260000      0.21123506E-01  0.21147979E-01   0.0000000      0.52884519      0.13821724      0.62094624E-02  0.36334116E-02 -0.11310419E-02
   22.269999      0.21109277E-01  0.21133175E-01   0.0000000      0.52872610      0.13818626      0.62050414E-02  0.37590174E-02 -0.11295164E-02
   22.279999      0.21095049E-01  0.21119511E-01   0.0000000      0.52860683      0.13815521      0.62011047E-02  0.38846233E-02 -0.11279910E-02
   22.289999      0.21080850E-01  0.21104736E-01   0.0000000      0.52848798      0.13812426      0.61969338E-02  0.40096906E-02 -0.11264710E-02
   22.299999      0.21066654E-01  0.21091674E-01   0.0000000      0.52836883      0.13809323      0.61930055E-02  0.41352962E-02 -0.11249508E-02
   22.309999      0.21052487E-01  0.21076364E-01   0.0000000      0.52825010      0.13806231      0.61886022E-02  0.42603621E-02 -0.11234361E-02
   22.320000      0.21038324E-01  0.21063332E-01   0.0000000      0.52813113      0.13803133      0.61846832E-02  0.43854285E-02 -0.11219215E-02
   22.330000      0.21024190E-01  0.21048056E-01   0.0000000      0.52801251      0.13800046      0.61800475E-02  0.45104939E-02 -0.11204123E-02
   22.340000      0.21010056E-01  0.21033917E-01   0.0000000      0.52789372      0.13796954      0.61758971E-02  0.46350211E-02 -0.11189029E-02
   22.350000      0.20995952E-01  0.21019807E-01   0.0000000      0.52777535      0.13793871      0.61719962E-02  0.47595478E-02 -0.11173993E-02
   22.359999      0.20981854E-01  0.21005705E-01   0.0000000      0.52765673      0.13790782      0.61678546E-02  0.48846118E-02 -0.11158956E-02
   22.369999      0.20967783E-01  0.20991629E-01   0.0000000      0.52753848      0.13787703      0.61637214E-02  0.50085997E-02 -0.11143972E-02
   22.379999      0.20953713E-01  0.20977553E-01   0.0000000      0.52741998      0.13784619      0.61595892E-02  0.51331250E-02 -0.11128989E-02
   22.389999      0.20939671E-01  0.20963505E-01   0.0000000      0.52730185      0.13781543      0.61554643E-02  0.52571120E-02 -0.11114059E-02
   22.400000      0.20925634E-01  0.20949462E-01   0.0000000      0.52718359      0.13778463      0.61510997E-02  0.53816368E-02 -0.11099128E-02
   22.410000      0.20911623E-01  0.20936580E-01   0.0000000      0.52706563      0.13775392      0.61474671E-02  0.55056224E-02 -0.11084251E-02
   22.420000      0.20897618E-01  0.20921437E-01   0.0000000      0.52694744      0.13772315      0.61431113E-02  0.56296084E-02 -0.11069373E-02
   22.430000      0.20883640E-01  0.20907452E-01   0.0000000      0.52682972      0.13769248      0.61390051E-02  0.57530557E-02 -0.11054550E-02
   22.439999      0.20869667E-01  0.20892909E-01   0.0000000      0.52671170      0.13766176      0.61349007E-02  0.58770408E-02 -0.11039728E-02
   22.449999      0.20855719E-01  0.20879522E-01   0.0000000      0.52659404      0.13763113      0.61308038E-02  0.60004867E-02 -0.11024957E-02
   22.459999      0.20841775E-01  0.20865574E-01   0.0000000      0.52647620      0.13760044      0.61267084E-02  0.61239325E-02 -0.11010185E-02
   22.469999      0.20827860E-01  0.20851087E-01   0.0000000      0.52635872      0.13756986      0.61223796E-02  0.62468401E-02 -0.10995467E-02
   22.480000      0.20813946E-01  0.20837732E-01   0.0000000      0.52624106      0.13753921      0.61187744E-02  0.63702855E-02 -0.10980750E-02
   22.490000      0.20800062E-01  0.20823842E-01   0.0000000      0.52612376      0.13750868      0.61144554E-02  0.64937300E-02 -0.10966084E-02
   22.500000      0.20786179E-01  0.20809390E-01   0.0000000      0.52600622      0.13747807      0.61103776E-02  0.66166362E-02 -0.10951417E-02
   22.510000      0.20772325E-01  0.20795532E-01   0.0000000      0.52588916      0.13744758      0.61063087E-02  0.67395419E-02 -0.10936804E-02
   22.519999      0.20758476E-01  0.20781677E-01   0.0000000      0.52577174      0.13741702      0.61022402E-02  0.68624476E-02 -0.10922191E-02
   22.529999      0.20744653E-01  0.20767849E-01   0.0000000      0.52565473      0.13738655      0.60979384E-02  0.69848141E-02 -0.10907630E-02
   22.539999      0.20730833E-01  0.20754023E-01   0.0000000      0.52553749      0.13735603      0.60941195E-02  0.71077188E-02 -0.10893070E-02
   22.549999      0.20717042E-01  0.20740226E-01   0.0000000      0.52542067      0.13732560      0.60900678E-02  0.72300853E-02 -0.10878558E-02
